Value,end_code,county_name,county_code,begin_code,week_ending,state_ansi,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,county_ansi,location_desc,state_alpha,state_fips_code,reference_period_desc,country_name,asd_code,source_desc,statisticcat_desc,short_desc,domaincat_desc,commodity_desc,CV (%),group_desc,sector_desc,asd_desc,prodn_practice_desc,load_time,state_name,country_code,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5
5,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25428,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25428
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25428,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25428
8,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25430,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25430
11,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25430,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25430
5,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25430,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25430
2,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25431,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25431
3,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25431,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25431
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25438,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25438
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25441,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25441
4,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25441,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25441
2,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25441,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25441
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25442,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25442
8,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25442,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25442
8,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25442,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25442
4,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25443,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25443
8,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25443,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25443
4,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25443,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25443
3,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25444,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25444
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25444,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25444
3,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25446,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25446
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25446,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25446
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25446,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25446
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25502,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25502
2,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25502,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25502
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25502,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25502
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25503,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25503
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25508,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25508
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25510,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25510
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25514,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25514
3,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25515,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25515
5,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25515,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25515
3,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25515,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25515
4,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25523,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25523
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25524,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25524
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25526,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25526
3,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25526,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25526
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25526,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25526
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25535,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25535
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25537,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25537
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25541,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25541
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25541,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25541
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25541,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25541
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25545,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25545
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25550,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25550
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25555,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25555
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25559,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25559
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25559,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25559
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25570,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25570
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25570,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25570
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25701,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25701
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25701,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25701
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25701,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25701
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25801,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25801
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25801,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25801
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25801,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25801
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25802,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25802
1,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25820,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25820
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25827,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25827
2,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25831,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25831
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25840,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25840
1,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,25841,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,25841
